447934898,1588129983
447934898,223312015
447934898,140589199
447934898,1677935710
447934898,1126760464
447934898,738011673
223312015,1257134221
1257134221,847061113
847061113,965876190
965876190,1946692976
1946692976,1674319341
1674319341,1006193766
1006193766,1197445131
1197445131,1041362905
1041362905,1462148917
1462148917,1171421692
1171421692,503364556
503364556,1130449887
738011673,561375389
561375389,100761514
100761514,476566727
476566727,1226349766
1226349766,191923338
191923338,1983867263
1983867263,270643763
270643763,2078438978
2078438978,1973265060
1973265060,2035806226
2035806226,626407090
626407090,1361225666
1361225666,1061582411
1061582411,2135863379
2135863379,2128219508
1588129983,1825555303
1825555303,1984431156
1984431156,595677462
595677462,1679529747
1126760464,1885334817
1885334817,633535900
633535900,1446706654
1446706654,730574105
730574105,1793780766
1793780766,7622524
7622524,125216081
125216081,600291298
600291298,1416495484
1416495484,2090451415
2090451415,771532139
771532139,1588461931
1588461931,1676979768
1676979768,1899265475
1899265475,71859195
71859195,2146046637
2146046637,1639936240
1677935710,257299247
257299247,492064722
492064722,1815271555
1815271555,1500659800
1500659800,2099930810
2099930810,1916536596
1916536596,202827332
202827332,1281548464
1281548464,174657953
174657953,1605389252
1605389252,1782061529
140589199,93892259
1533086560,32972982
1533086560,1459672033
1533086560,1051497795
1533086560,372476667
1533086560,770294578
1533086560,1050531973
1533086560,805903731
32972982,218057027
218057027,1541348553
1541348553,1948267487
1948267487,278711216
278711216,21246171
21246171,1615961110
1615961110,311863507
311863507,1763976503
1763976503,1761914846
1761914846,490735183
490735183,1312768969
1312768969,1821360864
1821360864,1162550206
1162550206,110180453
110180453,12535187
1459672033,355397813
355397813,157576201
157576201,570467105
570467105,796947082
796947082,1840960158
1840960158,851144829
851144829,726721264
726721264,2085428931
2085428931,1710981489
1710981489,1307991684
1307991684,1959798543
1959798543,2145060847
2145060847,196041561
196041561,1047091576
372476667,1028451711
1028451711,917350004
917350004,302780282
302780282,453948167
453948167,628179408
628179408,152468518
152468518,642501315
642501315,1859566593
1859566593,207124686
207124686,72339482
72339482,646186521
646186521,1363539973
1363539973,290873011
290873011,1013034198
1013034198,850302558
1050531973,497211629
497211629,2081120250
2081120250,1402706755
1402706755,64805839
64805839,695374622
695374622,361558037
361558037,294816025
294816025,1572823470
1572823470,623262269
623262269,440129060
440129060,96517576
96517576,1169786936
1169786936,1949763546
1949763546,1395627176
1395627176,594490072
594490072,1919592090
1919592090,2079424382
2079424382,1598187107
1598187107,2059402925
805903731,83583024
83583024,1877728943
1877728943,1825404624
1825404624,1815787579
1815787579,1513090068
1513090068,1522464122
1522464122,865068391
865068391,1353525718
770294578,1311938785
1311938785,1410065351
1410065351,1696332212
1696332212,1881396806
1881396806,1567850088
1567850088,1444580384
1444580384,908230688
908230688,647924451
647924451,300912084
300912084,196990039
196990039,1512850065
1512850065,1450008953
1450008953,95870885
95870885,1434878961
1434878961,1122899887
1122899887,1565536415
1565536415,357820724
357820724,1194743594
1194743594,1921597958
1051497795,301731940
301731940,648020262
648020262,620579654
620579654,1330980148
1330980148,2006155528
2006155528,401596223
401596223,1741687348
1741687348,1325105071
876602685,2032357245
2032357245,1986258487
1986258487,1779042034
1779042034,396475427
396475427,373998437
373998437,89020267
89020267,1667649618
1667649618,1707708006
1707708006,404070024
404070024,1189787966
1189787966,433922413
1535260289,493455181
493455181,1109416136
1109416136,1008252227
1008252227,468827755
468827755,1384901155
1384901155,1641049359
1641049359,2112178930
2112178930,264463433
264463433,808759953
808759953,1823696333
1823696333,437772201
437772201,710984005
1493862159,1369466310
1493862159,269227285
1493862159,2088536225
1493862159,1668109890
1493862159,1542668532
1369466310,2013143050
1542668532,232339485
232339485,873516280
873516280,445552071
269227285,1837077517
1837077517,1919427544
1919427544,1703317371
1703317371,1416953747
1416953747,348027509
348027509,952464580
952464580,286268310
286268310,79510471
79510471,199620192
199620192,269731843
269731843,1112797022
1112797022,540368457
540368457,309907022
2088536225,1043872661
1043872661,1359362542
1359362542,729833967
729833967,10163451
10163451,741335496
741335496,835167926
835167926,543058301
543058301,1208744790
1668109890,1305588848
1305588848,1077219510
1077219510,1192700685
1192700685,1370098261
1370098261,1245914493
1245914493,281773941
281773941,152229320
152229320,465474572
465474572,1314231212
1314231212,1339867628
1339867628,202244154
202244154,1958671724
402408187,1117766272
402408187,824823803
402408187,456971553
402408187,969717793
402408187,414476097
824823803,406628221
406628221,1199995126
1199995126,1695896837
1695896837,1834519795
1834519795,1063133216
1063133216,488447153
488447153,1793014304
1793014304,342216159
342216159,1123144772
1123144772,1316448764
1316448764,373768897
373768897,1077626629
414476097,1405616351
1405616351,1335769324
1335769324,852602128
456971553,1895980674
1895980674,1549494799
1549494799,1265346584
1265346584,489130857
489130857,1415387921
969717793,1026296145
1026296145,1861139663
1861139663,583459768
583459768,585465122
1117766272,1355641760
1355641760,449434317
449434317,343692352
343692352,1911923930
1911923930,1769565627
1769565627,925952014
925952014,599253832
599253832,213958197
213958197,2128581661
2128581661,1023247103
1023247103,1616207283
1616207283,2059266329
1043734588,1475797366
1043734588,1945600550
1043734588,1167621927
1043734588,125216672
1475797366,329989993
329989993,537516779
1945600550,1818131365
1818131365,1407676160
1407676160,2103060331
2103060331,1235809043
1235809043,26590930
26590930,1262444392
1262444392,2030917344
2030917344,1125719066
1125719066,9490001
9490001,1501661167
1501661167,226726529
226726529,169713865
169713865,723748208
723748208,83320880
83320880,339187066
125216672,2087132020
2087132020,462484778
462484778,221938940
221938940,569918401
569918401,2142664445
2142664445,1234597373
1234597373,1421080430
1421080430,2128068341
2128068341,490280327
490280327,614699584
614699584,765852865
765852865,167346913
167346913,1935517964
1935517964,1003758593
1003758593,1142954465
1142954465,1455700838
1455700838,777366983
777366983,717700954
1167621927,340913213
340913213,523590164
523590164,1142251948
1142251948,1591227051
1591227051,327259071
327259071,1743743604
1743743604,1386748539
1386748539,965864407
965864407,440660047
440660047,1444572076
1444572076,1403856870
1126188587,489615975
1126188587,744834316
1126188587,574922945
1126188587,65617868
1126188587,156370238
1126188587,872080589
1126188587,1378444881
1126188587,1147419552
1126188587,1971189779
65617868,1320872660
1320872660,374731289
374731289,727481363
727481363,852582537
852582537,1954857270
1954857270,1881897727
1881897727,786720719
786720719,1759551026
1759551026,645993774
645993774,1803436571
1803436571,248654332
248654332,1880781669
1880781669,286201974
286201974,1570303538
1570303538,1388127108
574922945,34040298
34040298,1758388198
1758388198,842646310
842646310,1048068661
1048068661,392409717
392409717,2079551677
2079551677,1182423227
1182423227,1774163488
1774163488,53862187
53862187,90298570
90298570,29006484
29006484,797789187
797789187,649570933
649570933,1140163834
1140163834,2126176000
2126176000,16126179
16126179,1960068711
1960068711,172312573
872080589,979429588
979429588,2006522414
1378444881,1649303198
1649303198,1572628636
489615975,1047751137
744834316,752856806
752856806,1636939270
1636939270,476725225
476725225,201451237
201451237,846165792
846165792,1374311101
1374311101,771872579
771872579,1968204675
1968204675,1854619633
1854619633,1768468824
1768468824,1245543682
1245543682,1318128741
1318128741,1653350234
1653350234,1459611035
1459611035,2101667991
2101667991,70994039
156370238,1101327025
1101327025,46628637
46628637,398757680
398757680,52008595
52008595,317054589
317054589,860111167
860111167,112773429
112773429,1300966071
1971189779,559050183
559050183,132614427
132614427,1109104044
1109104044,1482826544
1482826544,360547011
1335155841,508946564
508946564,629663573
629663573,786179068
1310135049,294791192
1310135049,1491723877
1310135049,1979034607
1310135049,1563575685
1310135049,727273515
1310135049,1614338029
727273515,760113058
760113058,1209895131
1209895131,1689354392
1689354392,385584851
1614338029,1567279601
1567279601,1945579911
1945579911,329063241
329063241,1890276377
1890276377,378537108
378537108,963348120
963348120,157814277
1563575685,548262621
548262621,291315752
291315752,1208759926
1208759926,128306770
128306770,2089571830
2089571830,1097398008
1097398008,187870866
187870866,1766902146
1766902146,7900397
7900397,1307167789
1307167789,2003457968
2003457968,1538201271
294791192,793204593
793204593,1940458242
1940458242,1750889791
1750889791,520531243
520531243,2049897784
2049897784,383063987
383063987,1803619266
1803619266,2029008841
2029008841,895072029
